,ProductCode##OTHER##,A##LENGTH##MILLIMETERS,A2##LENGTH##MILLIMETERS,A3##LENGTH##MILLIMETERS,AB##LENGTH##MILLIMETERS,AC##LENGTH##MILLIMETERS,AD##LENGTH##MILLIMETERS,AG##LENGTH##MILLIMETERS,Apparent Load##ELECTRICAL_APPARENT_POWER##VOLT_AMPERES,A-Type Code##LENGTH##MILLIMETERS,B1##LENGTH##MILLIMETERS,B2##LENGTH##MILLIMETERS,BB##LENGTH##MILLIMETERS,C##LENGTH##MILLIMETERS,Category##OTHER##,Clearance area##OTHER##,Dis_D1##LENGTH##MILLIMETERS,Dis_D3##LENGTH##MILLIMETERS,Efficiency Rating##OTHER##,Electric motor output##OTHER##,Enclosure Rating##OTHER##,Flow##PIPING_FLOW##CUBIC_METERS_PER_HOUR,FluidTempMax##PIPING_TEMPERATURE##CELSIUS,FluidTempMin##PIPING_TEMPERATURE##CELSIUS,FluidType##OTHER##,Full Load Amperes##ELECTRICAL_CURRENT##AMPERES,G1##LENGTH##MILLIMETERS,G2##LENGTH##MILLIMETERS,G3##LENGTH##MILLIMETERS,Grey##OTHER##,Gross Weight##FORCE##KILONEWTONS,H for motor##LENGTH##MILLIMETERS,H##LENGTH##MILLIMETERS,H2##LENGTH##MILLIMETERS,H3##LENGTH##MILLIMETERS,H4##LENGTH##MILLIMETERS,HA##LENGTH##MILLIMETERS,Has clearance area##OTHER##,Head##PIPING_PRESSURE##BARS,L##LENGTH##MILLIMETERS,L1##LENGTH##MILLIMETERS,L2##LENGTH##MILLIMETERS,L3##LENGTH##MILLIMETERS,L4##LENGTH##MILLIMETERS,LB##LENGTH##MILLIMETERS,Light blcak##OTHER##,Light red##OTHER##,LL##LENGTH##MILLIMETERS,Load Classification##OTHER##,M1##LENGTH##MILLIMETERS,Maximum ambient temperature at maximum temperature of pumped medium##OTHER##,Maximum Motor Power Rating##ELECTRICAL_APPARENT_POWER##KILOWATTS,Maximum Operating Temperature##PIPING_TEMPERATURE##CELSIUS,Maximum shaft output##OTHER##,Maximum Speed##OTHER##,Maximum Starting Current##ELECTRICAL_CURRENT##AMPERES,MCA##ELECTRICAL_CURRENT##AMPERES,Minimum operating temperature##PIPING_TEMPERATURE##CELSIUS,Minimum Speed##OTHER##,MOCP##ELECTRICAL_CURRENT##AMPERES,Motor Type##OTHER##,MotorVoltageActual##ELECTRICAL_POTENTIAL##VOLTS,N1##LENGTH##MILLIMETERS,Net Weight##FORCE##KILONEWTONS,O&M Manual##OTHER##,PowerFactor##OTHER##,PumpFlowActual##PIPING_FLOW##CUBIC_METERS_PER_HOUR,PumpFlowCALC##PIPING_FLOW##CUBIC_METERS_PER_HOUR,Rated Load Amperes##ELECTRICAL_CURRENT##AMPERES,Shipping Weight##FORCE##KILONEWTONS,Show Annotative Symbol##OTHER##,Size##OTHER##,Suc_D1##LENGTH##MILLIMETERS,Suc_D3##LENGTH##MILLIMETERS,SupplyFrequency##ELECTRICAL_FREQUENCY##HERTZ,SupplyPhase##OTHER##,SupplyVoltage##ELECTRICAL_POTENTIAL##VOLTS,Switching frequency##OTHER##,T1##LENGTH##MILLIMETERS,T2##LENGTH##MILLIMETERS,V1##LENGTH##MILLIMETERS,V3##LENGTH##MILLIMETERS,V4##LENGTH##MILLIMETERS,Wattage##ELECTRICAL_APPARENT_POWER##VOLT_AMPERES,X##LENGTH##MILLIMETERS
NK 40-160/125_96598191,96598191,80,60,0,150,159,121,93,0,3,340,450,118,50,0,Clearance Areas,40,150,IE3,0.55,F,17.1,120,0,0,1.15,117,133,0,Grey,1.18,80,80,160,212,333,8,1,0.6076,784,1000,170,660,0,252,light black,light red,79,0,100,55,0.55,55,0,1750,1.15,0,-20,0,0,0,380,240,1.04,http://product-selection.grundfos.com/product-detail.html?productnumber=96598191&custid=GMA,0.94,17.1,17.1,1.15,1.18,1,279,65,185,60,3,380,60,20,15,0,0,0,550,100
NK 50-125/105_96598478,96598478,100,60,0,150,159,121,93,0,3,340,450,118,50,0,Clearance Areas,50,165,IE3,0.55,F,32.8,120,0,0,1.15,117,130,0,Grey,1.2,80,80,160,212,333,8,1,0.3626,708,929,170,589,0,252,light black,light red,79,0,100,55,0.55,55,0,1750,1.15,0,-20,0,0,0,380,240,1.07,http://product-selection.grundfos.com/product-detail.html?productnumber=96598478&custid=GMA,0.94,32.8,32.8,1.15,1.2,1,279,65,185,60,3,380,60,20,15,0,0,0,550,100
NK 50-125/105_96598479,96598479,100,60,0,150,159,121,93,0,3,340,450,118,50,0,Clearance Areas,50,165,IE3,0.55,F,32.8,120,0,0,1.15,117,130,0,Grey,1.19,80,80,160,212,333,8,1,0.3626,804,1000,170,660,0,252,light black,light red,79,0,100,55,0.55,55,0,1750,1.15,0,-20,0,0,0,380,240,1.06,http://product-selection.grundfos.com/product-detail.html?productnumber=96598479&custid=GMA,0.94,32.8,32.8,1.15,1.19,1,279,65,185,60,3,380,60,20,15,0,0,0,550,100
NK 32-125.1/121_96626616,96626616,80,60,0,139,141,109,82,0,3,270,360,110,45,0,Clearance Areas,32,140,IE2,0.25,F,9.5,120,0,0,0.79,117,117,0,Grey,0.92,71,65,140,177,286,3,1,0.36652,667,704,130,444,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,380,190,0.78,http://product-selection.grundfos.com/product-detail.html?productnumber=96626616&custid=GMA,0.88,9.5,9.5,0.79,0.92,1,249,50,165,50,3,380,50,20,15,0,0,0,250,100
NK 32-125.1/121_96626870,96626870,80,60,0,139,141,109,82,0,3,270,360,110,45,0,Clearance Areas,32,140,IE2,0.25,F,9.5,120,0,0,0.79,117,117,0,Grey,0.91,71,65,140,177,286,3,1,0.36652,753,800,130,540,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,380,190,0.78,http://product-selection.grundfos.com/product-detail.html?productnumber=96626870&custid=GMA,0.77,9.5,9.5,0.79,0.91,1,249,50,165,50,3,380,50,20,15,0,0,0,250,100
NK 32-125.1/139_96626877,96626877,80,60,0,139,141,109,82,0,3,270,360,110,45,0,Clearance Areas,32,140,IE2,0.25,F,10.97,120,0,0,0.79,117,117,0,Grey,0.92,71,65,140,177,286,3,1,0.51695,667,704,130,444,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,220,190,0.78,http://product-selection.grundfos.com/product-detail.html?productnumber=96626877&custid=GMA,0.76,10.97,10.97,0.79,0.92,1,249,50,165,50,3,220,50,20,15,0,0,0,250,100
NK 32-125.1/139_96626878,96626878,80,60,0,139,141,109,82,0,3,270,360,110,45,0,Clearance Areas,32,140,IE2,0.25,F,10.97,120,0,0,0.79,117,117,0,Grey,0.92,71,65,140,177,286,3,1,0.51695,753,800,130,540,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,220,190,0.78,http://product-selection.grundfos.com/product-detail.html?productnumber=96626878&custid=GMA,0.75,10.97,10.97,0.79,0.92,1,249,50,165,50,3,220,50,20,15,0,0,0,250,100
NK 32-125/115_96626885,96626885,80,60,0,139,141,109,82,0,3,270,360,110,45,0,Clearance Areas,32,140,IE2,0.25,F,10.67,120,0,0,0.79,117,117,0,Grey,0.92,71,65,140,177,286,3,1,0.319578,667,704,130,444,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,220,190,0.78,http://product-selection.grundfos.com/product-detail.html?productnumber=96626885&custid=GMA,0.75,10.67,10.67,0.79,0.92,1,249,50,165,50,3,220,50,20,15,0,0,0,250,100
NK 32-125/115_96626886,96626886,80,60,0,139,141,109,82,0,3,270,360,110,45,0,Clearance Areas,32,140,IE2,0.25,F,10.67,120,0,0,0.79,117,117,0,Grey,0.91,71,65,140,177,286,3,1,0.319578,753,800,130,540,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,380,190,0.78,http://product-selection.grundfos.com/product-detail.html?productnumber=96626886&custid=GMA,0.88,10.67,10.67,0.79,0.91,1,249,50,165,50,3,380,50,20,15,0,0,0,250,100
NK 32-125/130_96626893,96626893,80,60,0,139,141,109,82,0,3,270,360,110,45,0,Clearance Areas,32,140,IE2,0.25,F,12.14,120,0,0,0.79,117,117,0,Grey,0.92,71,65,140,177,286,3,1,0.451094,667,704,130,444,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,380,190,0.78,http://product-selection.grundfos.com/product-detail.html?productnumber=96626893&custid=GMA,0.88,12.14,12.14,0.79,0.92,1,249,50,165,50,3,380,50,20,15,0,0,0,250,100
NK 32-125/130_96626894,96626894,80,60,0,139,141,109,82,0,3,270,360,110,45,0,Clearance Areas,32,140,IE2,0.25,F,12.14,120,0,0,0.79,117,117,0,Grey,0.91,71,65,140,177,286,3,1,0.451094,753,800,130,540,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,380,190,0.78,http://product-selection.grundfos.com/product-detail.html?productnumber=96626894&custid=GMA,0.88,12.14,12.14,0.79,0.91,1,249,50,165,50,3,380,50,20,15,0,0,0,250,100
NK 32-160.1/137_96626901,96626901,80,60,0,139,141,109,82,0,3,340,450,110,45,0,Clearance Areas,32,140,IE2,0.25,F,7.64,120,0,0,0.79,117,123,0,Grey,1.11,71,80,160,212,321,3,1,0.432376,667,929,170,589,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,220,240,0.98,http://product-selection.grundfos.com/product-detail.html?productnumber=96626901&custid=GMA,0.87,7.64,7.64,0.79,1.11,1,279,50,165,50,3,220,50,20,15,0,0,0,250,100
NK 32-160.1/137_96626902,96626902,80,60,0,139,141,109,82,0,3,340,450,110,45,0,Clearance Areas,32,140,IE2,0.25,F,7.64,120,0,0,0.79,117,123,0,Grey,1.1,71,80,160,212,321,3,1,0.432376,753,1000,170,660,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,220,240,0.96,http://product-selection.grundfos.com/product-detail.html?productnumber=96626902&custid=GMA,0.76,7.64,7.64,0.79,1.1,1,279,50,165,50,3,220,50,20,15,0,0,0,250,100
NK 32-160.1/155_96626909,96626909,80,60,0,139,141,109,82,0,3,340,450,110,45,0,Clearance Areas,32,140,IE2,0.25,F,9.11,120,0,0,0.79,117,123,0,Grey,1.12,71,80,160,212,321,3,1,0.554484,667,929,170,589,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,220,240,0.98,http://product-selection.grundfos.com/product-detail.html?productnumber=96626909&custid=GMA,0.75,9.11,9.11,0.79,1.12,1,279,50,165,50,3,220,50,20,15,0,0,0,250,100
NK 32-160.1/155_96626910,96626910,80,60,0,139,141,109,82,0,3,340,450,110,45,0,Clearance Areas,32,140,IE2,0.25,F,9.11,120,0,0,0.79,117,123,0,Grey,1.1,71,80,160,212,321,3,1,0.554484,753,1000,170,660,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,220,240,0.97,http://product-selection.grundfos.com/product-detail.html?productnumber=96626910&custid=GMA,0.75,9.11,9.11,0.79,1.1,1,279,50,165,50,3,220,50,20,15,0,0,0,250,100
NK 32-160/134_96626917,96626917,80,60,0,139,141,109,82,0,3,340,450,110,45,0,Clearance Areas,32,140,IE2,0.25,F,10.28,120,0,0,0.79,117,125,0,Grey,1.12,71,80,160,212,321,3,1,0.441784,667,929,170,589,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,220,240,0.98,http://product-selection.grundfos.com/product-detail.html?productnumber=96626917&custid=GMA,0.75,10.28,10.28,0.79,1.12,1,279,50,165,50,3,220,50,20,15,0,0,0,250,100
NK 32-160/134_96626918,96626918,80,60,0,139,141,109,82,0,3,340,450,110,45,0,Clearance Areas,32,140,IE2,0.25,F,10.28,120,0,0,0.79,117,125,0,Grey,1.1,71,80,160,212,321,3,1,0.441784,753,1000,170,660,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,380,240,0.97,http://product-selection.grundfos.com/product-detail.html?productnumber=96626918&custid=GMA,0.89,10.28,10.28,0.79,1.1,1,279,50,165,50,3,380,50,20,15,0,0,0,250,100
NK 32-160/154_96626925,96626925,80,60,0,139,141,109,82,0,3,340,450,110,45,0,Clearance Areas,32,140,IE2,0.37,F,12.55,120,0,0,1.05,117,125,0,Grey,1.12,71,80,160,212,321,3,1,0.575554,667,929,170,589,0,191,light black,light red,82,0,100,40,0.37,40,0,1400,1.05,0,-30,0,0,0,380,240,0.99,http://product-selection.grundfos.com/product-detail.html?productnumber=96626925&custid=GMA,0.89,12.55,12.55,1.05,1.12,1,279,50,165,50,3,380,50,20,15,0,0,0,370,100
NK 32-160/154_96626926,96626926,80,60,0,139,141,109,82,0,3,340,450,110,45,0,Clearance Areas,32,140,IE2,0.37,F,12.55,120,0,0,1.05,117,125,0,Grey,1.11,71,80,160,212,321,3,1,0.575554,753,1000,170,660,0,191,light black,light red,82,0,100,40,0.37,40,0,1400,1.05,0,-30,0,0,0,380,240,0.97,http://product-selection.grundfos.com/product-detail.html?productnumber=96626926&custid=GMA,0.88,12.55,12.55,1.05,1.11,1,279,50,165,50,3,380,50,20,15,0,0,0,370,100
NK 40-125/116_96626949,96626949,80,60,0,139,141,109,82,0,3,300,390,110,45,0,Clearance Areas,40,150,IE2,0.25,F,20.57,120,0,0,0.79,117,118,0,Grey,0.99,71,65,140,177,286,3,1,0.300762,667,804,150,504,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,380,210,0.85,http://product-selection.grundfos.com/product-detail.html?productnumber=96626949&custid=GMA,0.88,20.57,20.57,0.79,0.99,1,249,65,185,50,3,380,50,20,15,0,0,0,250,100
NK 40-125/116_96626950,96626950,80,60,0,139,141,109,82,0,3,300,390,110,45,0,Clearance Areas,40,150,IE2,0.25,F,20.57,120,0,0,0.79,117,118,0,Grey,1,71,65,140,177,286,3,1,0.300762,753,900,150,600,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,380,210,0.86,http://product-selection.grundfos.com/product-detail.html?productnumber=96626950&custid=GMA,0.88,20.57,20.57,0.79,1,1,249,65,185,50,3,380,50,20,15,0,0,0,250,100
NK 50-125/112_96627005,96627005,100,60,0,139,141,109,82,0,3,340,450,110,45,0,Clearance Areas,50,165,IE2,0.37,F,28.29,120,0,0,1.05,117,130,0,Grey,1.15,71,80,160,212,321,3,1,0.274106,687,929,170,589,0,191,light black,light red,82,0,100,40,0.37,40,0,1400,1.05,0,-30,0,0,0,380,240,1.02,http://product-selection.grundfos.com/product-detail.html?productnumber=96627005&custid=GMA,0.77,28.29,28.29,1.05,1.15,1,279,65,185,50,3,380,50,20,15,0,0,0,370,100
NK 50-125/112_96627006,96627006,100,60,0,139,141,109,82,0,3,340,450,110,45,0,Clearance Areas,50,165,IE2,0.37,F,28.29,120,0,0,1.05,117,130,0,Grey,1.14,71,80,160,212,321,3,1,0.274106,773,1000,170,660,0,191,light black,light red,82,0,100,40,0.37,40,0,1400,1.05,0,-30,0,0,0,220,240,1,http://product-selection.grundfos.com/product-detail.html?productnumber=96627006&custid=GMA,0.76,28.29,28.29,1.05,1.14,1,279,65,185,50,3,220,50,20,15,0,0,0,370,100
NK 50-160/131_96627013,96627013,100,60,0,150,159,121,93,0,3,340,450,118,50,0,Clearance Areas,50,165,IE3,0.55,F,31.58,120,0,0,1.26,125,150,0,Grey,1.23,80,80,180,240,361,8,1,0.463932,708,929,170,589,0,252,light black,light red,79,0,100,55,0.55,55,0,1440,1.26,0,-20,0,0,0,220,265,1.09,http://product-selection.grundfos.com/product-detail.html?productnumber=96627013&custid=GMA,0.75,31.58,31.58,1.26,1.23,1,306,65,185,50,3,220,50,20,15,0,0,0,550,100
NK 50-160/131_96627014,96627014,100,60,0,150,159,121,93,0,3,340,450,118,50,0,Clearance Areas,50,165,IE3,0.55,F,31.58,120,0,0,1.26,125,150,0,Grey,1.21,80,80,180,240,361,8,1,0.463932,804,1000,170,660,0,252,light black,light red,79,0,100,55,0.55,55,0,1440,1.26,0,-20,0,0,0,220,265,1.07,http://product-selection.grundfos.com/product-detail.html?productnumber=96627014&custid=GMA,0.75,31.58,31.58,1.26,1.21,1,306,65,185,50,3,220,50,20,15,0,0,0,550,100
NK 32-125.1/116_96627519,96627519,80,60,0,139,141,109,82,0,3,270,360,110,45,0,Clearance Areas,32,140,IE2,0.25,F,10.68,120,0,0,0.68,117,117,0,Grey,0.92,71,65,140,177,286,3,1,0.45178,667,704,130,444,0,191,light black,light red,82,0,100,40,0.25,40,0,1715,0.68,0,-30,0,0,0,380,190,0.78,http://product-selection.grundfos.com/product-detail.html?productnumber=96627519&custid=GMA,0.89,10.68,10.68,0.68,0.92,1,249,50,165,60,3,380,60,20,15,0,0,0,250,100
NK 32-125.1/116_96627520,96627520,80,60,0,139,141,109,82,0,3,270,360,110,45,0,Clearance Areas,32,140,IE2,0.25,F,10.68,120,0,0,0.68,117,117,0,Grey,0.91,71,65,140,177,286,3,1,0.45178,753,800,130,540,0,191,light black,light red,82,0,100,40,0.25,40,0,1715,0.68,0,-30,0,0,0,380,190,0.78,http://product-selection.grundfos.com/product-detail.html?productnumber=96627520&custid=GMA,0.89,10.68,10.68,0.68,0.91,1,249,50,165,60,3,380,60,20,15,0,0,0,250,100
NK 32-125.1/116_96627523,96627523,80,60,0,139,141,109,82,0,3,270,360,110,45,0,Clearance Areas,32,140,IE2,0.25,F,10.68,120,0,0,0.68,117,117,0,Grey,0.92,71,65,140,177,286,3,1,0.45178,667,704,130,444,0,191,light black,light red,82,0,100,40,0.25,40,0,1715,0.68,0,-30,0,0,0,380,190,0.78,http://product-selection.grundfos.com/product-detail.html?productnumber=96627523&custid=GMA,0.89,10.68,10.68,0.68,0.92,1,249,50,165,60,3,380,60,20,15,0,0,0,250,100
NK 32-125.1/116_96627524,96627524,80,60,0,139,141,109,82,0,3,270,360,110,45,0,Clearance Areas,32,140,IE2,0.25,F,10.68,120,0,0,0.68,117,117,0,Grey,0.91,71,65,140,177,286,3,1,0.45178,753,800,130,540,0,191,light black,light red,82,0,100,40,0.25,40,0,1715,0.68,0,-30,0,0,0,380,190,0.78,http://product-selection.grundfos.com/product-detail.html?productnumber=96627524&custid=GMA,0.88,10.68,10.68,0.68,0.91,1,249,50,165,60,3,380,60,20,15,0,0,0,250,100
NK 32-125/109_96627527,96627527,80,60,0,139,141,109,82,0,3,270,360,110,45,0,Clearance Areas,32,140,IE2,0.25,F,12.25,120,0,0,0.68,117,117,0,Grey,0.91,71,65,140,177,286,3,1,0.395332,667,704,130,444,0,191,light black,light red,82,0,100,40,0.25,40,0,1715,0.68,0,-30,0,0,0,380,190,0.78,http://product-selection.grundfos.com/product-detail.html?productnumber=96627527&custid=GMA,0.81,12.25,12.25,0.68,0.91,1,249,50,165,60,3,380,60,20,15,0,0,0,250,100
NK 32-125/109_96627528,96627528,80,60,0,139,141,109,82,0,3,270,360,110,45,0,Clearance Areas,32,140,IE2,0.25,F,12.25,120,0,0,0.68,117,117,0,Grey,0.91,71,65,140,177,286,3,1,0.395332,753,800,130,540,0,191,light black,light red,82,0,100,40,0.25,40,0,1715,0.68,0,-30,0,0,0,380,190,0.77,http://product-selection.grundfos.com/product-detail.html?productnumber=96627528&custid=GMA,0.77,12.25,12.25,0.68,0.91,1,249,50,165,60,3,380,60,20,15,0,0,0,250,100
NK 32-125/109_96627531,96627531,80,60,0,139,141,109,82,0,3,270,360,110,45,0,Clearance Areas,32,140,IE2,0.25,F,12.25,120,0,0,0.68,117,117,0,Grey,0.92,71,65,140,177,286,3,1,0.395332,667,704,130,444,0,191,light black,light red,82,0,100,40,0.25,40,0,1715,0.68,0,-30,0,0,0,220,190,0.78,http://product-selection.grundfos.com/product-detail.html?productnumber=96627531&custid=GMA,0.76,12.25,12.25,0.68,0.92,1,249,50,165,60,3,220,60,20,15,0,0,0,250,100
NK 32-125/109_96627532,96627532,80,60,0,139,141,109,82,0,3,270,360,110,45,0,Clearance Areas,32,140,IE2,0.25,F,12.25,120,0,0,0.68,117,117,0,Grey,0.91,71,65,140,177,286,3,1,0.395332,753,800,130,540,0,191,light black,light red,82,0,100,40,0.25,40,0,1715,0.68,0,-30,0,0,0,380,190,0.78,http://product-selection.grundfos.com/product-detail.html?productnumber=96627532&custid=GMA,0.89,12.25,12.25,0.68,0.91,1,249,50,165,60,3,380,60,20,15,0,0,0,250,100
NK 32-160/131_96627535,96627535,80,60,0,139,141,109,82,0,3,340,450,110,45,0,Clearance Areas,32,140,IE2,0.37,F,11.94,120,0,0,0.9,117,125,0,Grey,1.12,71,80,160,212,321,3,1,0.590548,667,929,170,589,0,191,light black,light red,82,0,100,40,0.37,40,0,1685,0.9,0,-30,0,0,0,380,240,0.98,http://product-selection.grundfos.com/product-detail.html?productnumber=96627535&custid=GMA,0.89,11.94,11.94,0.9,1.12,1,279,50,165,60,3,380,60,20,15,0,0,0,370,100
NK 32-160/131_96627536,96627536,80,60,0,139,141,109,82,0,3,340,450,110,45,0,Clearance Areas,32,140,IE2,0.37,F,11.94,120,0,0,0.9,117,125,0,Grey,1.11,71,80,160,212,321,3,1,0.590548,753,1000,170,660,0,191,light black,light red,82,0,100,40,0.37,40,0,1685,0.9,0,-30,0,0,0,380,240,0.97,http://product-selection.grundfos.com/product-detail.html?productnumber=96627536&custid=GMA,0.89,11.94,11.94,0.9,1.11,1,279,50,165,60,3,380,60,20,15,0,0,0,370,100
NK 32-160/131_96627539,96627539,80,60,0,139,141,109,82,0,3,340,450,110,45,0,Clearance Areas,32,140,IE2,0.37,F,11.94,120,0,0,0.9,117,125,0,Grey,1.12,71,80,160,212,321,3,1,0.590548,667,929,170,589,0,191,light black,light red,82,0,100,40,0.37,40,0,1685,0.9,0,-30,0,0,0,380,240,0.99,http://product-selection.grundfos.com/product-detail.html?productnumber=96627539&custid=GMA,0.89,11.94,11.94,0.9,1.12,1,279,50,165,60,3,380,60,20,15,0,0,0,370,100
NK 32-160/131_96627540,96627540,80,60,0,139,141,109,82,0,3,340,450,110,45,0,Clearance Areas,32,140,IE2,0.37,F,11.94,120,0,0,0.9,117,125,0,Grey,1.11,71,80,160,212,321,3,1,0.590548,753,1000,170,660,0,191,light black,light red,82,0,100,40,0.37,40,0,1685,0.9,0,-30,0,0,0,380,240,0.97,http://product-selection.grundfos.com/product-detail.html?productnumber=96627540&custid=GMA,0.89,11.94,11.94,0.9,1.11,1,279,50,165,60,3,380,60,20,15,0,0,0,370,100
NK 40-160/134_96627737,96627737,80,60,0,139,141,109,82,0,3,340,450,110,45,0,Clearance Areas,40,150,IE2,0.37,F,15.06,120,0,0,1.05,117,133,0,Grey,1.14,71,80,160,212,321,3,1,0.484218,667,929,170,589,0,191,light black,light red,82,0,100,40,0.37,40,0,1400,1.05,0,-30,0,0,0,380,240,1,http://product-selection.grundfos.com/product-detail.html?productnumber=96627737&custid=GMA,0.88,15.06,15.06,1.05,1.14,1,279,65,185,50,3,380,50,20,15,0,0,0,370,100
NK 40-160/134_96627738,96627738,80,60,0,139,141,109,82,0,3,340,450,110,45,0,Clearance Areas,40,150,IE2,0.37,F,15.06,120,0,0,1.05,117,133,0,Grey,1.12,71,80,160,212,321,3,1,0.484218,753,1000,170,660,0,191,light black,light red,82,0,100,40,0.37,40,0,1400,1.05,0,-30,0,0,0,380,240,0.99,http://product-selection.grundfos.com/product-detail.html?productnumber=96627738&custid=GMA,0.88,15.06,15.06,1.05,1.12,1,279,65,185,50,3,380,50,20,15,0,0,0,370,100
NK 40-125/116_97700630,97700630,80,60,0,139,141,109,82,0,3,300,390,110,45,0,Clearance Areas,40,150,IE2,0.25,F,20.57,120,-25,0,0.79,117,118,0,Grey,1.03,71,65,140,177,286,3,1,0.300762,667,804,150,504,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,380,210,0.89,http://product-selection.grundfos.com/product-detail.html?productnumber=97700630&custid=GMA,0.86,20.57,20.57,0.79,1.03,1,249,65,185,50,3,380,50,20,15,0,0,0,250,100
NK 40-125/116_97700631,97700631,80,60,0,139,141,109,82,0,3,300,390,110,45,0,Clearance Areas,40,150,IE2,0.25,F,20.57,120,-25,0,0.79,117,118,0,Grey,1.01,71,65,140,177,286,3,1,0.300762,667,804,150,504,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,380,210,0.88,http://product-selection.grundfos.com/product-detail.html?productnumber=97700631&custid=GMA,0.81,20.57,20.57,0.79,1.01,1,249,65,185,50,3,380,50,20,15,0,0,0,250,100
NK 40-125/116_97700632,97700632,80,60,0,139,141,109,82,0,3,300,390,110,45,0,Clearance Areas,40,150,IE2,0.25,F,20.57,120,-25,0,0.79,117,118,0,Grey,1.04,71,65,140,177,286,3,1,0.300762,753,900,150,600,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,380,210,0.9,http://product-selection.grundfos.com/product-detail.html?productnumber=97700632&custid=GMA,0.8,20.57,20.57,0.79,1.04,1,249,65,185,50,3,380,50,20,15,0,0,0,250,100
NK 40-125/116_97700633,97700633,80,60,0,139,141,109,82,0,3,300,390,110,45,0,Clearance Areas,40,150,IE2,0.25,F,20.57,120,-25,0,0.79,117,118,0,Grey,1.03,71,65,140,177,286,3,1,0.300762,753,900,150,600,0,191,light black,light red,82,0,100,40,0.25,40,0,1420,0.79,0,-30,0,0,0,380,210,0.89,http://product-selection.grundfos.com/product-detail.html?productnumber=97700633&custid=GMA,0.88,20.57,20.57,0.79,1.03,1,249,65,185,50,3,380,50,20,15,0,0,0,250,100
NK 40-125/130_97700634,97700634,80,60,0,139,141,109,82,0,3,300,390,110,45,0,Clearance Areas,40,150,IE2,0.37,F,22.3,120,-25,0,1.05,117,118,0,Grey,1.03,71,65,140,177,286,3,1,0.401996,667,804,150,504,0,191,light black,light red,82,0,100,40,0.37,40,0,1400,1.05,0,-30,0,0,0,380,210,0.89,http://product-selection.grundfos.com/product-detail.html?productnumber=97700634&custid=GMA,0.86,22.3,22.3,1.05,1.03,1,249,65,185,50,3,380,50,20,15,0,0,0,370,100
NK 40-125/130_97700635,97700635,80,60,0,139,141,109,82,0,3,300,390,110,45,0,Clearance Areas,40,150,IE2,0.37,F,22.3,120,-25,0,1.05,117,118,0,Grey,1.02,71,65,140,177,286,3,1,0.401996,667,804,150,504,0,191,light black,light red,82,0,100,40,0.37,40,0,1400,1.05,0,-30,0,0,0,380,210,0.88,http://product-selection.grundfos.com/product-detail.html?productnumber=97700635&custid=GMA,0.81,22.3,22.3,1.05,1.02,1,249,65,185,50,3,380,50,20,15,0,0,0,370,100
NK 40-125/130_97700637,97700637,80,60,0,139,141,109,82,0,3,300,390,110,45,0,Clearance Areas,40,150,IE2,0.37,F,22.3,120,-25,0,1.05,117,118,0,Grey,1.04,71,65,140,177,286,3,1,0.401996,753,900,150,600,0,191,light black,light red,82,0,100,40,0.37,40,0,1400,1.05,0,-30,0,0,0,380,210,0.91,http://product-selection.grundfos.com/product-detail.html?productnumber=97700637&custid=GMA,0.81,22.3,22.3,1.05,1.04,1,249,65,185,50,3,380,50,20,15,0,0,0,370,100
